time,NYE05.wind_speed_100m,NYE05.wave_height,RUWRF.wind_speed_100m,RUWRF.wind_dir_100m,NOAA.wave_height,NOAA.wave_dir,NOAA.wind_speed_10m,NOAA.wind_dir_10m
2019-10-30 17:00:00+00:00,7.2651916666666665,1.32,11.264821170306584,133.8955434032373,1.34,88.58,7.59,141.26
2019-10-30 18:00:00+00:00,7.365900000000001,1.38,11.485137063274436,138.02580775174928,1.37,88.79,7.71,154.63
2019-10-30 19:00:00+00:00,7.3340806306306305,1.28,11.019119165629297,145.38547497775508,1.41,104.6,7.52,156.12
2019-10-30 20:00:00+00:00,7.7571324324324324,1.29,10.96987541299765,142.1576946656604,1.44,120.4,7.33,157.6
2019-10-30 21:00:00+00:00,8.158516216216215,1.41,12.96930641462451,153.49079574388887,1.48,136.21,7.14,159.09
2019-10-30 22:00:00+00:00,8.559899999999999,1.55,11.268993030708922,156.30448227052298,1.46,129.21,6.98,173.07
2019-10-30 23:00:00+00:00,8.961283783783783,1.41,11.592921579206905,168.5659130603941,1.44,122.21,6.82,187.05
2019-10-31 00:00:00+00:00,9.362667567567566,1.41,10.869769085188226,188.4095750774209,1.4,115.69,6.53,206.73
2019-10-31 01:00:00+00:00,9.727427702702704,1.36,9.804593329442897,213.1121819045436,1.37,116.16,6.41,212.44
2019-10-31 02:00:00+00:00,9.740583333333333,1.46,10.136514062968793,214.01737593311464,1.35,116.64,6.28,218.14
2019-10-31 03:00:00+00:00,9.282033333333333,1.31,10.247299171249642,219.86517949413172,1.32,105.67,5.84,207.02
2019-10-31 04:00:00+00:00,8.7825,1.4,9.039218849428766,214.27375326650622,1.28,94.69,5.4,195.91
2019-10-31 05:00:00+00:00,8.724116666666667,1.3,7.560235234744249,201.1135601081793,1.25,83.72,4.96,184.79
2019-10-31 06:00:00+00:00,7.118366666666668,1.61,6.773882597898459,194.3029260541028,1.3,100.96,6.71,186.72
2019-10-31 07:00:00+00:00,9.434479166666668,1.39,7.097142052487887,183.173569535852,1.35,118.21,8.47,188.65
2019-10-31 08:00:00+00:00,11.036545833333333,1.58,14.505295283326616,187.78944661597245,1.4,135.45,10.22,190.58
2019-10-31 09:00:00+00:00,14.767516666666666,1.53,15.915211426399784,186.9394974670566,1.52,142.0,10.56,190.04
2019-10-31 10:00:00+00:00,15.58565,1.53,16.81553768241296,189.0473926720058,1.64,148.56,10.89,189.5
2019-10-31 11:00:00+00:00,18.009433333333334,1.59,17.476826435676998,189.3066818780324,1.76,155.11,11.23,188.96
2019-10-31 12:00:00+00:00,18.36921666666667,1.71,17.846030216837487,189.87469760436886,1.84,157.7,11.7,189.26
2019-10-31 13:00:00+00:00,18.34725,1.56,17.541862787262232,190.32853286927295,1.93,160.29,12.18,189.57
2019-10-31 14:00:00+00:00,17.928299999999997,1.62,17.77276796623768,190.636763912259,2.01,162.88,12.65,189.87
2019-10-31 15:00:00+00:00,17.47746666666667,1.8,18.46771391995923,191.9756724823273,2.11,165.53,13.07,189.6
2019-10-31 16:00:00+00:00,18.464,1.85,18.989268428513814,191.92281764789678,2.21,168.19,13.48,189.32
2019-10-31 17:00:00+00:00,18.795533333333335,1.86,20.302543753163928,191.69752477914002,2.31,170.84,13.9,189.05
2019-10-31 18:00:00+00:00,19.167083333333334,2.16,20.487246202659183,190.8571504747628,2.42,172.99,14.2,189.0
2019-10-31 19:00:00+00:00,19.71206666666667,2.09,21.12099413973586,191.6764237236796,2.54,175.15,14.49,188.96
2019-10-31 20:00:00+00:00,20.538033333333335,2.08,21.749987580123936,190.35206526301948,2.65,177.3,14.79,188.91
2019-10-31 21:00:00+00:00,20.764816666666665,2.36,22.04088665643147,186.67526205043583,2.74,177.52,15.02,184.95
2019-10-31 22:00:00+00:00,19.831733333333332,2.33,22.69921237194764,187.32020616976658,2.83,177.75,15.26,180.98
2019-10-31 23:00:00+00:00,20.888683333333333,2.22,24.712826078373194,186.1721895537936,2.92,177.97,15.49,177.02
2019-11-01 00:00:00+00:00,22.918516666666665,2.59,25.275127216072217,187.58655515280117,3.2,179.64,16.6,179.9
2019-11-01 01:00:00+00:00,23.047433333333334,2.72,22.80226406193006,184.50953675206532,3.48,181.32,17.71,182.78
2019-11-01 02:00:00+00:00,23.958766666666666,3.0,24.783533311937475,188.369425652454,3.76,182.99,18.82,185.66
2019-11-01 03:00:00+00:00,24.121933333333335,3.29,26.21039989323021,188.33846024424287,4.02,184.65,18.95,189.33
2019-11-01 04:00:00+00:00,25.120233333333335,3.64,26.733689689189656,192.7392877706212,4.28,186.31,19.07,192.99
2019-11-01 05:00:00+00:00,24.953149999999997,4.14,28.716104075585548,198.0335133176777,4.54,187.97,19.2,196.66
2019-11-01 06:00:00+00:00,24.50305,4.33,28.567270730537018,200.2756746164869,4.54,190.36,18.25,223.31
2019-11-01 07:00:00+00:00,22.560083333333335,4.75,20.976074882101067,281.611603589339,4.55,192.75,17.29,249.97
2019-11-01 08:00:00+00:00,19.645516666666666,4.43,20.306059403001626,272.6919487817936,4.55,195.14,16.34,276.62
2019-11-01 09:00:00+00:00,17.746966666666665,4.87,17.101273040817905,275.5336069739635,4.37,195.14,15.66,277.23
2019-11-01 10:00:00+00:00,17.40093333333333,4.74,18.379361467732988,281.3300320948069,4.2,195.13,14.98,277.83
2019-11-01 11:00:00+00:00,17.132450000000002,4.26,18.03439023689695,281.5906840982888,4.02,195.13,14.3,278.44
2019-11-01 12:00:00+00:00,17.80685,4.24,16.949234140597163,283.32620875761467,3.78,193.93,14.0,280.68
2019-11-01 13:00:00+00:00,18.20415,4.47,15.827752342691646,282.75401271998993,3.55,192.72,13.71,282.93
2019-11-01 14:00:00+00:00,15.865466666666665,3.94,14.054381733189325,280.81092990875857,3.31,191.52,13.41,285.17
2019-11-01 15:00:00+00:00,14.656483333333334,3.92,13.423545241967563,281.0264181090284,3.12,191.19,12.74,286.32
2019-11-01 16:00:00+00:00,14.268816666666666,3.4,12.697789008284245,279.8575981226852,2.93,190.86,12.06,287.48
2019-11-01 17:00:00+00:00,13.522433333333337,3.11,11.918530230038499,280.21357270369833,2.74,190.53,11.39,288.63
2019-11-01 18:00:00+00:00,13.489533333333336,3.17,11.787268156919065,283.2531186968462,2.57,189.35,10.73,287.91
2019-11-01 19:00:00+00:00,12.444316666666667,3.11,10.455659182745066,282.96857934322463,2.4,188.17,10.07,287.19
2019-11-01 20:00:00+00:00,10.980383333333334,2.76,9.336884384219378,286.1568139272559,2.23,186.99,9.41,286.47
2019-11-01 21:00:00+00:00,10.266833333333334,2.81,8.8242327963066,286.6667698847986,2.12,185.45,8.96,288.94
2019-11-01 22:00:00+00:00,9.76805,2.28,8.399002899700044,284.03257019241505,2.0,183.91,8.52,291.42
2019-11-01 23:00:00+00:00,9.623133333333334,2.17,7.501719931455704,288.7636326513332,1.89,182.37,8.07,293.89
2019-11-02 00:00:00+00:00,9.411083333333332,2.06,6.3262118340469655,290.5404219285448,1.8,181.52,7.71,308.87
2019-11-02 01:00:00+00:00,8.763566666666668,1.93,6.005659518146684,330.44971535688717,1.7,180.66,7.34,323.85
2019-11-02 02:00:00+00:00,8.624083333333333,1.88,6.4632704252999815,335.4698443026012,1.61,179.81,6.98,338.83
2019-11-02 03:00:00+00:00,7.011733333333333,1.87,5.261929501385703,342.3381518877282,1.55,179.1,6.78,348.0
2019-11-02 04:00:00+00:00,6.498266666666667,1.73,4.312451988730664,0.9952289919515352,1.48,178.38,6.59,357.16
2019-11-02 05:00:00+00:00,6.127033333333333,1.73,6.151628323291407,17.678472551457165,1.42,177.67,6.39,6.33
2019-11-02 06:00:00+00:00,6.395949999999999,1.69,5.605681216529722,9.245975857819817,1.36,176.87,5.54,10.89
2019-11-02 07:00:00+00:00,6.209866666666667,1.54,5.346925316460957,8.720596867416702,1.3,176.08,4.7,15.44
2019-11-02 08:00:00+00:00,6.662933333333332,1.52,4.6392738152341435,28.9543622031116,1.24,175.28,3.85,20.0
2019-11-02 09:00:00+00:00,6.250516666666667,1.42,4.917100356273305,56.45724076358818,1.19,175.02,3.72,34.89
2019-11-02 10:00:00+00:00,6.111833333333333,1.25,5.557930916278046,62.44037051252303,1.14,174.75,3.59,49.79
2019-11-02 11:00:00+00:00,5.558133333333333,1.29,5.141773260463227,67.08525717110979,1.09,174.49,3.46,64.68
2019-11-02 12:00:00+00:00,4.969833333333333,1.22,4.926850711741194,76.4283533640812,1.05,173.52,3.08,76.73
2019-11-02 13:00:00+00:00,4.860716666666667,1.28,4.654642972131078,78.7181093261496,1.01,172.55,2.71,88.78
2019-11-02 14:00:00+00:00,4.8486,1.17,4.325836179949318,84.70809257772055,0.97,171.58,2.33,100.83
2019-11-02 15:00:00+00:00,4.476299999999999,1.01,4.559488246168782,83.03526093989774,0.94,171.19,1.99,136.97
2019-11-02 16:00:00+00:00,4.1834,1.06,4.4324586205212375,81.84033170620181,0.91,170.8,1.66,173.12
2019-11-02 17:00:00+00:00,3.936716666666667,1.05,4.521584635923234,83.22868654103894,0.88,170.41,1.32,209.26
2019-11-02 18:00:00+00:00,3.6841166666666667,1.07,4.794533209609502,75.56498795456105,0.86,169.16,1.89,250.07
2019-11-02 19:00:00+00:00,4.746833333333334,1.05,4.382242320640764,71.78220381977394,0.84,167.91,2.47,290.87
2019-11-02 20:00:00+00:00,5.003933333333333,1.02,3.7050423596065296,57.467642890641116,0.82,166.66,3.04,331.68
2019-11-02 21:00:00+00:00,5.732266666666667,1.04,2.5088552297913527,66.86225263794654,0.8,166.36,3.94,353.73
2019-11-02 22:00:00+00:00,5.635566666666667,1.01,2.7755818042007068,61.282782099509525,0.77,166.07,4.85,15.78
2019-11-02 23:00:00+00:00,4.908166666666667,0.95,2.0807095840967693,28.53333266849052,0.75,165.77,5.75,37.83
2019-11-03 00:00:00+00:00,4.8869,0.96,1.942270271269244,322.4997776308455,0.74,165.27,4.71,4.64
2019-11-03 01:00:00+00:00,4.213033333333333,0.96,4.780047525315972,22.83869271686234,0.73,164.77,3.66,331.44
2019-11-03 02:00:00+00:00,2.6550833333333332,0.91,3.4536164075029965,354.2361396718637,0.72,164.27,2.62,298.25
2019-11-03 03:00:00+00:00,3.5604833333333334,0.89,3.2319717900230134,330.23825462691445,0.75,163.26,5.26,299.64
2019-11-03 04:00:00+00:00,5.42125,0.87,3.233307253056984,313.3346471125194,0.78,162.25,7.89,301.04
2019-11-03 05:00:00+00:00,12.164150000000001,0.77,7.332842733875558,298.62191425088315,0.81,161.24,10.53,302.43
2019-11-03 06:00:00+00:00,12.0143,0.9,12.073517250262995,309.37897107288467,0.9,207.63,10.24,305.08
2019-11-03 07:00:00+00:00,12.700633333333334,1.08,10.967899009006608,309.08430944874385,0.98,254.03,9.95,307.72
2019-11-03 08:00:00+00:00,12.416449999999998,1.4,10.843221667904146,319.56969105653116,1.07,300.42,9.66,310.37
2019-11-03 09:00:00+00:00,11.103250000000001,1.47,9.752596803134898,314.0998585167966,1.09,297.67,9.11,308.43
2019-11-03 10:00:00+00:00,10.45115,1.53,9.702619951609408,309.63131582964763,1.11,294.92,8.56,306.5
2019-11-03 11:00:00+00:00,9.244100000000001,1.52,9.057077897355423,311.8209568079393,1.13,292.17,8.01,304.56
2019-11-03 12:00:00+00:00,8.6853,1.31,7.713241276356497,312.7791662213466,1.09,290.8,8.0,297.89
2019-11-03 13:00:00+00:00,8.315283333333333,1.2,6.883149960740264,308.1801912185921,1.05,289.42,7.98,291.22
2019-11-03 14:00:00+00:00,8.0035,1.12,6.5433718115688935,296.64579177320115,1.01,288.05,7.97,284.55
2019-11-03 15:00:00+00:00,9.596633333333333,1.1,6.993048105569901,289.82447849472027,1.01,286.54,8.02,281.32
2019-11-03 16:00:00+00:00,8.859933333333334,1.29,6.794214014938219,279.6994366531955,1.0,285.03,8.08,278.1
2019-11-03 17:00:00+00:00,8.521666666666667,1.24,7.616641338398692,270.9850515406852,1.0,283.52,8.13,274.87
2019-11-03 18:00:00+00:00,8.731333333333334,1.19,8.473934109003475,270.5992181886464,1.0,282.05,8.07,278.06
2019-11-03 19:00:00+00:00,9.353299999999999,1.19,9.444967993649236,274.4314016274986,1.01,280.58,8.0,281.26
2019-11-03 20:00:00+00:00,9.436116666666665,1.07,8.835191638705941,277.4589001090548,1.01,279.11,7.94,284.45
2019-11-03 21:00:00+00:00,9.0585,1.02,8.626304081185049,273.2734402138681,0.97,280.23,7.61,288.71
2019-11-03 22:00:00+00:00,9.0205,0.94,8.593010458022036,280.9900530860797,0.92,281.34,7.27,292.96
2019-11-03 23:00:00+00:00,8.820466666666666,0.94,8.594046073951086,274.289664036695,0.88,282.46,6.94,297.22
2019-11-04 00:00:00+00:00,8.615383333333334,0.92,8.454180984727843,281.1114262552518,0.86,283.14,7.0,302.6
2019-11-04 01:00:00+00:00,8.427816666666667,0.91,7.0300089839151045,303.69325046717034,0.85,283.83,7.06,307.97
2019-11-04 02:00:00+00:00,8.307333333333332,0.9,7.223085509911373,303.7114829368767,0.83,284.51,7.12,313.35
2019-11-04 03:00:00+00:00,9.003783333333335,0.89,7.435859822559182,308.1739587085335,0.85,287.13,7.17,320.3
2019-11-04 04:00:00+00:00,7.909683333333334,0.94,7.342409829517622,309.68087400572887,0.87,289.74,7.22,327.24
2019-11-04 05:00:00+00:00,8.93275,0.93,7.725827338976799,323.74914245926567,0.89,292.36,7.27,334.19
2019-11-04 06:00:00+00:00,8.694049999999999,0.97,8.601583932460281,338.9014361612978,0.88,292.79,6.54,340.44
2019-11-04 07:00:00+00:00,8.104433333333334,1.01,7.770300380282947,344.5372384416168,0.88,293.22,5.82,346.7
2019-11-04 08:00:00+00:00,7.478466666666666,0.97,6.500426770433856,350.7033791375557,0.87,293.65,5.09,352.95
2019-11-04 09:00:00+00:00,7.729683333333334,0.99,5.465591841421047,359.21387733898496,0.82,243.3,4.36,7.67
2019-11-04 10:00:00+00:00,7.016116666666666,0.89,4.560417280158625,9.074520441686103,0.78,192.94,3.64,22.39
2019-11-04 11:00:00+00:00,5.208083333333334,0.82,3.5575359366717234,19.921324137139095,0.73,142.59,2.91,37.11
2019-11-04 12:00:00+00:00,3.786516666666666,0.71,2.9071482082671958,29.5547202868558,0.69,144.05,2.56,68.82
2019-11-04 13:00:00+00:00,3.1252333333333335,0.62,2.230838890282927,46.20477763786937,0.65,145.5,2.22,100.52
2019-11-04 14:00:00+00:00,2.985133333333333,0.56,1.7077505201743823,73.53826718143306,0.61,146.96,1.87,132.23
2019-11-04 15:00:00+00:00,3.0122666666666666,0.51,1.5335198327801256,100.15676233212042,0.58,147.54,2.52,145.37
2019-11-04 16:00:00+00:00,2.974733333333333,0.46,1.7866002789387876,131.29666186833202,0.56,148.11,3.17,158.52
2019-11-04 17:00:00+00:00,3.520733333333333,0.42,1.990174091882464,151.67172422131185,0.53,148.69,3.82,171.66
2019-11-04 18:00:00+00:00,4.190483333333333,0.42,2.9023453685973837,165.01908793281308,0.52,148.34,4.53,173.95
2019-11-04 19:00:00+00:00,4.642316666666667,0.38,3.552631358813112,166.5405100061153,0.51,147.98,5.24,176.24
2019-11-04 20:00:00+00:00,4.857183333333333,0.38,4.29908148044219,169.030076221341,0.5,147.63,5.95,178.53
2019-11-04 21:00:00+00:00,5.947800000000001,0.4,4.849717531142082,170.60207954727656,0.54,146.24,6.23,173.56
2019-11-04 22:00:00+00:00,6.41085,0.38,5.225432067050278,172.04873402994738,0.57,144.84,6.51,168.59
2019-11-04 23:00:00+00:00,7.3372166666666665,0.45,6.589032357140876,180.24015752123955,0.61,143.45,6.79,163.62
2019-11-05 00:00:00+00:00,8.108833333333333,0.49,6.58785694294208,181.38347580036051,0.68,158.13,7.39,168.09
2019-11-05 01:00:00+00:00,9.28995,0.55,8.004900658160214,170.13308049757953,0.76,172.81,8.0,172.55
2019-11-05 02:00:00+00:00,9.682033333333333,0.66,9.72006308507836,179.6750977066769,0.83,187.49,8.6,177.02
2019-11-05 03:00:00+00:00,9.979716666666667,0.84,9.088669517406377,176.8937849417799,0.89,187.32,8.08,184.63
2019-11-05 04:00:00+00:00,9.135216666666667,0.93,10.256883731285198,187.8480954936977,0.95,187.15,7.55,192.25
2019-11-05 05:00:00+00:00,8.678833333333335,0.91,9.47575231764888,190.7354228761112,1.01,186.98,7.03,199.86
2019-11-05 06:00:00+00:00,7.536733333333333,1.01,8.237871416687584,197.35531992591226,1.0,185.41,6.04,205.33
2019-11-05 07:00:00+00:00,5.678283333333333,1.13,8.582632305690861,208.97678081842147,1.0,183.83,5.05,210.79
2019-11-05 08:00:00+00:00,4.816216666666667,1.07,7.924245680630432,219.31639074806702,0.99,182.26,4.06,216.26
2019-11-05 09:00:00+00:00,3.77035,1.0,6.328053742689363,216.3126002373886,0.98,178.39,5.2,206.43
2019-11-05 10:00:00+00:00,2.998866666666667,0.97,6.395179930729928,210.4333546285756,0.98,174.51,6.35,196.61
2019-11-05 11:00:00+00:00,2.4673833333333333,0.98,6.6528871374444245,209.05962944209938,0.97,170.64,7.49,186.78
2019-11-05 12:00:00+00:00,2.0276916666666667,0.84,7.414093490761181,191.35828920366313,1.02,174.65,8.54,190.88
2019-11-05 13:00:00+00:00,2.8109333333333333,0.83,6.724861908565946,185.077993678746,1.07,178.65,9.6,194.97
2019-11-05 14:00:00+00:00,4.354416666666666,0.78,7.307559289315326,171.69760103141311,1.12,182.66,10.65,199.07
2019-11-05 15:00:00+00:00,6.745000000000001,0.72,10.425073513915297,193.46511381311316,1.22,184.77,10.42,204.71
2019-11-05 16:00:00+00:00,6.774116666666667,0.68,12.627938570383144,211.38711375628543,1.31,186.89,10.2,210.36
2019-11-05 17:00:00+00:00,10.988,0.73,11.252244364647092,204.8193061924924,1.41,189.0,9.97,216.0
2019-11-05 18:00:00+00:00,12.521299999999998,0.93,10.42187542043201,196.9593033007653,1.49,190.63,9.56,221.89
2019-11-05 19:00:00+00:00,10.187883333333334,1.11,9.004849169995797,185.8884361620586,1.58,192.26,9.15,227.77
2019-11-05 20:00:00+00:00,11.240966666666665,1.11,9.56317758754189,181.50745807034886,1.66,193.89,8.74,233.66
2019-11-05 21:00:00+00:00,10.468683333333333,1.12,9.502112677273448,243.67900233771962,1.56,187.14,7.75,245.71
2019-11-05 22:00:00+00:00,9.929616666666666,1.24,8.581464349635498,244.1610063966381,1.47,180.38,6.77,257.77
2019-11-05 23:00:00+00:00,8.97005,1.33,8.516584325836076,246.4145365840786,1.37,173.63,5.78,269.82
2019-11-06 00:00:00+00:00,9.174283333333333,1.27,9.193469375580321,248.04165462062943,1.35,174.52,6.24,275.24
2019-11-06 01:00:00+00:00,8.84455,1.23,7.761081672117734,274.2287378070399,1.33,175.41,6.69,280.66
2019-11-06 02:00:00+00:00,9.828816666666667,1.23,9.789267265965325,283.0940256716683,1.31,176.3,7.15,286.08
2019-11-06 03:00:00+00:00,9.85435,1.25,9.591531988880812,287.7968688593885,1.32,157.36,8.03,293.42
2019-11-06 04:00:00+00:00,10.093583333333333,1.25,10.855736721256847,300.16896807942766,1.34,138.42,8.92,300.76
2019-11-06 05:00:00+00:00,10.991,1.22,10.45114902690914,309.91209341203665,1.35,119.48,9.8,308.1
2019-11-06 06:00:00+00:00,10.21785,1.18,9.964309884523042,318.87100237930264,1.33,119.28,9.1,313.84
2019-11-06 07:00:00+00:00,9.990416666666667,1.19,8.8297815628434,333.5939281111194,1.3,119.07,8.4,319.59
2019-11-06 08:00:00+00:00,11.888,1.23,7.618432198762915,341.6643123266644,1.28,118.87,7.7,325.33
2019-11-06 09:00:00+00:00,12.521416666666667,1.19,6.984314099398501,351.98635026284563,1.25,119.02,7.75,327.35
2019-11-06 10:00:00+00:00,11.13135,1.42,7.719853943227031,358.76314075150094,1.23,119.16,7.81,329.38
2019-11-06 11:00:00+00:00,10.449416666666666,1.45,8.198720001298643,347.582196259487,1.2,119.31,7.86,331.4
2019-11-06 12:00:00+00:00,10.194366666666667,1.46,8.06126237656988,339.3514709714878,1.19,119.58,7.7,326.11
2019-11-06 13:00:00+00:00,8.321266666666668,1.17,7.099314709545469,332.21130558820244,1.18,119.84,7.53,320.82
2019-11-06 14:00:00+00:00,7.335066666666667,1.07,6.325184044082282,320.85993444792837,1.17,120.11,7.37,315.53
2019-11-06 15:00:00+00:00,6.816516666666668,1.0,5.570678239448181,320.8849943896261,1.14,120.44,7.24,312.02
2019-11-06 16:00:00+00:00,7.064133333333334,0.84,4.928538637826428,317.1107158575315,1.12,120.76,7.11,308.52
2019-11-06 17:00:00+00:00,7.362066666666667,0.85,4.645341186572785,311.96639471942296,1.09,121.09,6.98,305.01
2019-11-06 18:00:00+00:00,7.579999999999999,0.85,4.313085031309344,307.64763432513894,1.05,122.36,6.32,305.33
2019-11-06 19:00:00+00:00,8.414416666666668,0.87,4.284513618404457,299.74524156262805,1.0,123.63,5.67,305.66
2019-11-06 20:00:00+00:00,7.4771833333333335,0.88,4.503219473911928,289.6306332035893,0.96,124.9,5.01,305.98
2019-11-06 21:00:00+00:00,6.04205,0.84,4.588318044054269,283.75080876571616,0.93,125.36,4.75,293.14
2019-11-06 22:00:00+00:00,5.442383333333333,0.83,4.75772120447849,286.47283814282366,0.89,125.82,4.49,280.3
2019-11-06 23:00:00+00:00,5.558783333333333,0.73,4.564371990748348,288.57018694521037,0.86,126.28,4.23,267.46
2019-11-07 00:00:00+00:00,5.568733333333334,0.65,3.7873212382537513,284.0100748595258,0.86,126.29,4.3,264.84
2019-11-07 01:00:00+00:00,5.666433333333333,0.64,4.78716650711047,262.765021335936,0.85,126.31,4.38,262.21
2019-11-07 02:00:00+00:00,5.631016666666667,0.64,4.708934415125055,261.40607268629293,0.85,126.32,4.45,259.59
2019-11-07 03:00:00+00:00,5.319083333333333,0.6,4.891534415987207,261.48558829098357,0.86,125.18,4.53,251.28
2019-11-07 04:00:00+00:00,4.757383333333332,0.61,4.310685646907154,259.1093603330446,0.87,124.04,4.61,242.97
2019-11-07 05:00:00+00:00,4.6859166666666665,0.59,4.5263022714526935,253.4030340951425,0.88,122.9,4.69,234.66
2019-11-07 06:00:00+00:00,4.983466666666667,0.58,4.609274235808447,240.7404226433749,0.89,123.38,4.65,228.6
2019-11-07 07:00:00+00:00,4.932033333333333,0.63,4.787526814595703,230.73632486830562,0.89,123.87,4.61,222.54
2019-11-07 08:00:00+00:00,5.103649999999999,0.73,4.751196837259685,226.83420577006748,0.9,124.35,4.57,216.48
2019-11-07 09:00:00+00:00,4.775316666666667,0.7,4.878186457310365,221.46951706873847,0.91,124.89,5.41,213.01
2019-11-07 10:00:00+00:00,5.180499999999999,0.66,5.143332370772193,213.94106225245747,0.92,125.42,6.26,209.54
2019-11-07 11:00:00+00:00,6.6803,0.67,5.592242608211849,204.900384799526,0.93,125.96,7.1,206.07
2019-11-07 12:00:00+00:00,8.081766666666667,0.67,6.917777110621236,202.19741776987897,0.98,126.18,7.98,207.0
2019-11-07 13:00:00+00:00,10.950983333333333,0.72,8.544423015051237,206.07179058270683,1.02,126.39,8.87,207.92
2019-11-07 14:00:00+00:00,11.605816666666664,0.83,9.389639716603467,211.1193203330383,1.07,126.61,9.75,208.85
2019-11-07 15:00:00+00:00,11.306683333333332,0.93,9.370899455111928,213.94487551124575,1.14,126.6,9.9,211.93
2019-11-07 16:00:00+00:00,10.990283333333332,1.11,9.35004721260924,213.15787845072612,1.22,126.59,10.06,215.01
2019-11-07 17:00:00+00:00,11.693150000000001,1.15,9.768188832155596,215.96508220176491,1.29,126.58,10.21,218.09
2019-11-07 18:00:00+00:00,10.015883333333333,1.27,10.373220261530127,218.0221329732239,1.38,160.44,10.31,224.14
2019-11-07 19:00:00+00:00,9.886216666666668,1.31,11.103413415119894,222.7992404100786,1.46,194.3,10.41,230.19
2019-11-07 20:00:00+00:00,9.906333333333333,1.23,10.742007755874193,225.53136299161255,1.55,228.16,10.51,236.24
2019-11-07 21:00:00+00:00,9.733366666666667,1.26,10.49978657392,228.6954857510286,1.56,226.85,9.81,240.51
2019-11-07 22:00:00+00:00,10.608116666666666,1.41,10.165923581942184,234.40386397756103,1.58,225.54,9.12,244.79
2019-11-07 23:00:00+00:00,11.274866666666668,1.48,9.785102160795308,240.8177350502374,1.59,224.23,8.42,249.06
2019-11-08 00:00:00+00:00,12.460799999999999,1.46,9.702735958894117,239.570338942058,1.56,224.35,8.77,271.39
2019-11-08 01:00:00+00:00,11.953733333333332,1.5,10.937003887037255,263.788657906857,1.52,224.48,9.11,293.73
2019-11-08 02:00:00+00:00,10.552916666666667,1.5,9.421568210319457,297.42610901208735,1.49,224.6,9.46,316.06
2019-11-08 03:00:00+00:00,10.477766666666666,1.43,10.228906279631211,304.9735157368044,1.49,236.11,9.76,322.4
2019-11-08 04:00:00+00:00,11.795083333333332,1.33,11.456304456035856,315.207144750989,1.49,247.61,10.07,328.74
2019-11-08 05:00:00+00:00,13.144866666666665,1.33,12.121264325556975,337.403887899913,1.49,259.12,10.37,335.08
2019-11-08 06:00:00+00:00,13.5725,1.42,13.198026413334803,350.0748502927422,1.55,282.03,10.91,339.02
2019-11-08 07:00:00+00:00,14.337466666666666,1.54,13.243106392028748,348.0247065713436,1.61,304.95,11.44,342.95
2019-11-08 08:00:00+00:00,14.070099999999998,2.04,13.091771390600233,346.6837461389209,1.67,327.86,11.98,346.89
2019-11-08 09:00:00+00:00,14.984133333333334,1.96,12.64509779937008,345.7349624001285,1.73,331.5,12.31,344.99
2019-11-08 10:00:00+00:00,13.681216666666666,2.02,11.67174360359112,345.1922444445869,1.79,335.14,12.64,343.1
2019-11-08 11:00:00+00:00,14.26385,2.25,10.548798157827518,351.83102766821816,1.85,338.78,12.97,341.2
2019-11-08 12:00:00+00:00,14.680050000000001,2.33,11.480573926356845,346.1433990582734,1.87,339.04,12.83,337.7
2019-11-08 13:00:00+00:00,14.635616666666666,2.16,11.777054572239711,354.9226313546167,1.89,339.29,12.7,334.2
2019-11-08 14:00:00+00:00,13.380283333333333,2.11,12.135697860069316,348.2795329576225,1.91,339.55,12.56,330.7
2019-11-08 15:00:00+00:00,13.855233333333333,1.98,11.455120836395054,345.3064625524199,1.89,337.35,12.31,329.32
2019-11-08 16:00:00+00:00,14.123083333333334,1.98,12.173952225912904,338.94935382281534,1.86,335.16,12.05,327.93
2019-11-08 17:00:00+00:00,14.038633333333335,2.08,12.644062314319243,336.84339628569205,1.84,332.96,11.8,326.55
2019-11-08 18:00:00+00:00,14.5908,2.01,12.549122254594344,329.8191692359396,1.86,331.37,12.13,329.07
2019-11-08 19:00:00+00:00,14.640516666666665,1.88,12.954585540989607,328.88516085930826,1.87,329.79,12.47,331.58
2019-11-08 20:00:00+00:00,14.212316666666666,1.94,11.567372991193926,329.42887976219583,1.89,328.2,12.8,334.1
2019-11-08 21:00:00+00:00,13.195016666666668,1.85,12.376195481867983,332.80151999551435,1.87,329.48,12.03,336.09
2019-11-08 22:00:00+00:00,12.801566666666666,2.12,11.630340110632766,324.0303740541687,1.84,330.76,11.26,338.09
2019-11-08 23:00:00+00:00,13.275066666666666,1.98,9.953114899281658,338.20977690694804,1.82,332.04,10.49,340.08
2019-11-09 00:00:00+00:00,14.058616666666666,1.98,12.326287363953783,352.43263120407477,1.76,336.12,10.42,342.09
2019-11-09 01:00:00+00:00,12.953266666666666,1.94,12.75239074250942,342.40733532942875,1.7,340.19,10.34,344.1
2019-11-09 02:00:00+00:00,12.1073,1.87,11.80185272325789,344.8035187216487,1.64,344.27,10.27,346.11
2019-11-09 03:00:00+00:00,10.91253333333333,1.68,10.595230027737431,344.8139415057792,1.54,346.35,9.48,349.02
2019-11-09 04:00:00+00:00,9.7379,1.74,9.061243717158206,343.76213107596544,1.45,348.43,8.68,351.93
2019-11-09 05:00:00+00:00,9.390033333333333,1.52,8.26382621590702,346.35099231122496,1.35,350.51,7.89,354.84
